timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,bytes,grpThreads,allThreads,Latency,IdleTime,Connect
1631371944075,464,Search Page,404,Not Found,Thread Group 1-99,False,3455,13,34,192,0,76
1631371947128,439,Product Page,200,OK,Thread Group 1-62,True,6908,8,80,148,0,86
1631371945188,270,Checkout Page,200,OK,Thread Group 1-4,True,1409,1,63,65,0,38
1631371945981,806,Login Page,500,Internal Server Error,Thread Group 1-84,False,5800,2,66,697,0,70
1631371946046,453,Product Page,500,Internal Server Error,Thread Group 1-57,False,9366,11,99,134,0,72
1631371944131,880,Search Page,302,Found,Thread Group 1-24,True,9740,5,60,800,0,71
1631371945140,841,Search Page,500,Internal Server Error,Thread Group 1-54,False,8137,14,78,627,0,77
1631371945503,424,Product Page,404,Not Found,Thread Group 1-54,False,6704,13,56,336,0,32
1631371945576,297,Checkout Page,200,OK,Thread Group 1-2,True,2678,18,78,102,0,35
1631371946689,597,Product Page,500,Internal Server Error,Thread Group 1-11,False,6266,11,71,54,0,70
1631371946058,114,Search Page,404,Not Found,Thread Group 1-17,False,8859,13,82,74,0,94
1631371945725,679,Home Page,200,OK,Thread Group 1-33,True,7049,4,48,51,0,24
1631371944126,827,Search Page,200,OK,Thread Group 1-19,True,1440,8,74,807,0,50
1631371944487,624,Home Page,404,Not Found,Thread Group 1-99,False,8490,2,60,343,0,85
1631371943777,799,Product Page,200,OK,Thread Group 1-71,True,4382,6,52,517,0,84
1631371945072,877,Search Page,200,OK,Thread Group 1-34,True,7158,4,49,671,0,39
1631371945217,932,Search Page,500,Internal Server Error,Thread Group 1-96,False,7909,15,32,923,0,29
1631371945620,174,Login Page,200,OK,Thread Group 1-21,True,9165,19,39,134,0,69
1631371943789,967,Login Page,302,Found,Thread Group 1-78,True,7441,7,73,514,0,70
1631371945447,653,Checkout Page,302,Found,Thread Group 1-11,True,5636,15,34,211,0,23
1631371945448,713,Product Page,302,Found,Thread Group 1-49,True,2345,15,69,157,0,75
1631371945180,820,Search Page,500,Internal Server Error,Thread Group 1-88,False,9824,3,56,768,0,26
1631371945258,348,Checkout Page,404,Not Found,Thread Group 1-9,False,9837,2,31,307,0,35
1631371947020,107,Checkout Page,302,Found,Thread Group 1-9,True,3845,12,92,54,0,40
1631371947092,535,Search Page,200,OK,Thread Group 1-14,True,3646,10,92,223,0,78
1631371945326,288,Home Page,200,OK,Thread Group 1-22,True,4600,5,69,255,0,26
1631371944621,134,Home Page,302,Found,Thread Group 1-57,True,7258,18,77,63,0,47
1631371945126,678,Product Page,200,OK,Thread Group 1-95,True,1131,10,97,192,0,37
1631371947138,213,Product Page,404,Not Found,Thread Group 1-76,False,1200,2,59,206,0,72
1631371946916,165,Product Page,500,Internal Server Error,Thread Group 1-26,False,5149,1,22,134,0,55
1631371944550,270,Login Page,302,Found,Thread Group 1-57,True,2620,19,26,119,0,83
1631371944491,537,Home Page,200,OK,Thread Group 1-4,True,8618,17,34,490,0,83
1631371946595,234,Login Page,404,Not Found,Thread Group 1-84,False,8704,5,93,208,0,58
1631371943451,301,Checkout Page,200,OK,Thread Group 1-58,True,9584,1,88,269,0,87
1631371947173,572,Login Page,200,OK,Thread Group 1-99,True,5363,3,51,67,0,59
1631371945056,469,Product Page,404,Not Found,Thread Group 1-17,False,6262,13,32,236,0,42
1631371946174,942,Home Page,200,OK,Thread Group 1-72,True,6179,12,20,723,0,21
1631371943552,473,Product Page,500,Internal Server Error,Thread Group 1-27,False,8696,14,46,135,0,69
1631371944074,544,Checkout Page,404,Not Found,Thread Group 1-22,False,3157,15,23,219,0,53
1631371947075,615,Home Page,302,Found,Thread Group 1-54,True,8000,7,67,547,0,28
1631371947003,947,Product Page,500,Internal Server Error,Thread Group 1-20,False,5874,2,97,406,0,29
1631371943817,875,Product Page,200,OK,Thread Group 1-89,True,6097,1,77,570,0,57
1631371945719,102,Login Page,200,OK,Thread Group 1-89,True,9210,16,56,59,0,40
1631371944438,679,Search Page,500,Internal Server Error,Thread Group 1-15,False,8412,10,23,152,0,40
1631371943498,637,Login Page,500,Internal Server Error,Thread Group 1-91,False,8416,1,60,305,0,73
1631371943828,169,Checkout Page,302,Found,Thread Group 1-89,True,9382,10,91,168,0,62
1631371944636,189,Search Page,404,Not Found,Thread Group 1-57,False,9430,10,68,137,0,54
1631371946284,457,Checkout Page,200,OK,Thread Group 1-15,True,9630,12,58,436,0,65
1631371946966,477,Home Page,500,Internal Server Error,Thread Group 1-86,False,7355,15,77,175,0,75
1631371946814,670,Home Page,500,Internal Server Error,Thread Group 1-56,False,1746,14,84,396,0,34
1631371943332,949,Login Page,404,Not Found,Thread Group 1-97,False,6449,15,95,443,0,80
1631371946997,466,Home Page,200,OK,Thread Group 1-24,True,4954,11,46,286,0,33
1631371944047,154,Login Page,404,Not Found,Thread Group 1-94,False,7001,7,61,117,0,74
1631371945498,273,Login Page,500,Internal Server Error,Thread Group 1-24,False,9215,7,57,189,0,85
1631371943616,963,Product Page,404,Not Found,Thread Group 1-11,False,9586,17,25,523,0,71
1631371944577,804,Checkout Page,200,OK,Thread Group 1-31,True,7426,9,91,648,0,34
1631371946219,489,Login Page,200,OK,Thread Group 1-17,True,8964,2,21,305,0,34
1631371945618,145,Login Page,404,Not Found,Thread Group 1-99,False,5570,1,65,108,0,69
1631371943336,145,Checkout Page,302,Found,Thread Group 1-66,True,9696,13,73,116,0,86
1631371944887,187,Search Page,200,OK,Thread Group 1-47,True,8381,16,61,179,0,91
1631371946832,633,Search Page,404,Not Found,Thread Group 1-18,False,4027,17,36,276,0,97
1631371946105,600,Search Page,500,Internal Server Error,Thread Group 1-16,False,7205,13,45,581,0,70
1631371943201,984,Search Page,302,Found,Thread Group 1-46,True,3085,12,54,53,0,74
1631371943504,108,Home Page,302,Found,Thread Group 1-87,True,3129,16,98,102,0,93
1631371943556,808,Search Page,302,Found,Thread Group 1-41,True,1754,3,30,92,0,75
1631371944597,313,Login Page,302,Found,Thread Group 1-58,True,3532,12,41,62,0,33
1631371946285,697,Home Page,500,Internal Server Error,Thread Group 1-14,False,7253,3,93,332,0,38
1631371946052,927,Search Page,200,OK,Thread Group 1-79,True,8076,1,25,195,0,67
1631371944684,384,Checkout Page,302,Found,Thread Group 1-85,True,7453,15,55,182,0,68
1631371943885,237,Login Page,404,Not Found,Thread Group 1-38,False,5756,12,48,122,0,90
1631371945708,125,Product Page,200,OK,Thread Group 1-99,True,1616,6,62,99,0,76
1631371946040,381,Search Page,500,Internal Server Error,Thread Group 1-19,False,4957,7,87,107,0,97
1631371943609,179,Checkout Page,302,Found,Thread Group 1-77,True,4254,19,43,124,0,23
1631371946557,651,Login Page,200,OK,Thread Group 1-77,True,2360,18,32,58,0,84
1631371944303,919,Login Page,404,Not Found,Thread Group 1-51,False,5945,10,28,76,0,43
1631371945848,688,Login Page,500,Internal Server Error,Thread Group 1-3,False,1518,14,59,419,0,48
1631371946763,489,Product Page,500,Internal Server Error,Thread Group 1-91,False,1974,16,73,109,0,34
1631371946791,995,Search Page,404,Not Found,Thread Group 1-48,False,4181,13,68,437,0,70
1631371945966,893,Product Page,500,Internal Server Error,Thread Group 1-9,False,2598,6,31,138,0,46
1631371944225,160,Search Page,302,Found,Thread Group 1-7,True,4126,3,45,106,0,75
1631371945534,648,Home Page,404,Not Found,Thread Group 1-5,False,6334,7,35,335,0,94
1631371943379,454,Checkout Page,302,Found,Thread Group 1-35,True,4913,15,60,394,0,87
1631371946612,600,Login Page,200,OK,Thread Group 1-29,True,2063,8,46,358,0,96
1631371946378,245,Search Page,200,OK,Thread Group 1-8,True,6450,3,76,123,0,28
1631371944655,866,Product Page,500,Internal Server Error,Thread Group 1-2,False,2596,11,89,95,0,44
1631371946781,429,Product Page,500,Internal Server Error,Thread Group 1-53,False,9882,1,85,100,0,84
1631371943200,911,Login Page,302,Found,Thread Group 1-34,True,3046,17,76,412,0,56
1631371943907,707,Search Page,302,Found,Thread Group 1-18,True,1237,11,77,333,0,47
1631371947137,667,Product Page,500,Internal Server Error,Thread Group 1-4,False,9996,7,64,450,0,53
1631371943890,765,Product Page,404,Not Found,Thread Group 1-75,False,6103,15,60,744,0,35
1631371946820,906,Product Page,404,Not Found,Thread Group 1-49,False,9723,1,95,529,0,30
1631371945608,770,Search Page,404,Not Found,Thread Group 1-39,False,5088,3,67,369,0,56
1631371945133,451,Search Page,200,OK,Thread Group 1-71,True,8275,15,22,387,0,43
1631371944761,613,Search Page,302,Found,Thread Group 1-33,True,9507,5,61,116,0,65
1631371944034,774,Login Page,500,Internal Server Error,Thread Group 1-77,False,5145,17,55,471,0,24
1631371945397,298,Home Page,200,OK,Thread Group 1-32,True,9293,9,79,263,0,81
1631371944249,708,Login Page,302,Found,Thread Group 1-72,True,4584,18,38,252,0,55
1631371944019,734,Search Page,302,Found,Thread Group 1-12,True,7356,19,27,240,0,90
1631371946562,397,Search Page,302,Found,Thread Group 1-53,True,1988,19,30,310,0,62
1631371944191,624,Home Page,302,Found,Thread Group 1-91,True,5807,15,75,418,0,70
1631371944716,888,Search Page,302,Found,Thread Group 1-68,True,9409,4,26,358,0,26
1631371944402,236,Home Page,500,Internal Server Error,Thread Group 1-75,False,3231,10,97,95,0,43
1631371945136,150,Search Page,500,Internal Server Error,Thread Group 1-56,False,2844,4,47,98,0,23
1631371945741,201,Home Page,404,Not Found,Thread Group 1-63,False,8137,11,78,159,0,93
1631371943966,666,Search Page,200,OK,Thread Group 1-73,True,5584,14,43,249,0,53
1631371945062,518,Product Page,200,OK,Thread Group 1-24,True,4725,9,35,516,0,97
1631371945979,528,Home Page,302,Found,Thread Group 1-56,True,1588,4,35,211,0,52
1631371945279,177,Home Page,500,Internal Server Error,Thread Group 1-70,False,6370,4,87,113,0,83
1631371943492,630,Search Page,500,Internal Server Error,Thread Group 1-38,False,2111,16,61,424,0,85
1631371945102,460,Search Page,500,Internal Server Error,Thread Group 1-47,False,8004,11,36,295,0,83
1631371944575,339,Login Page,200,OK,Thread Group 1-49,True,9850,18,53,124,0,30
1631371944631,987,Home Page,404,Not Found,Thread Group 1-88,False,6590,7,25,701,0,44
1631371943867,832,Search Page,302,Found,Thread Group 1-95,True,9135,9,83,339,0,49
1631371945664,990,Checkout Page,302,Found,Thread Group 1-54,True,1171,5,74,607,0,20
1631371943743,784,Login Page,200,OK,Thread Group 1-34,True,8647,8,69,400,0,32
1631371946259,760,Home Page,200,OK,Thread Group 1-5,True,1906,3,58,134,0,79
1631371943765,363,Login Page,500,Internal Server Error,Thread Group 1-28,False,2357,11,44,298,0,71
1631371945935,710,Search Page,500,Internal Server Error,Thread Group 1-39,False,7833,7,26,246,0,61
1631371946212,142,Checkout Page,404,Not Found,Thread Group 1-69,False,3679,19,78,92,0,54
1631371945005,545,Product Page,500,Internal Server Error,Thread Group 1-31,False,9739,12,29,509,0,55
1631371943964,734,Search Page,404,Not Found,Thread Group 1-35,False,5858,16,92,340,0,29
1631371944535,308,Login Page,200,OK,Thread Group 1-51,True,2658,9,83,243,0,72
1631371945535,690,Search Page,302,Found,Thread Group 1-58,True,9151,2,21,82,0,92
1631371946452,149,Home Page,404,Not Found,Thread Group 1-77,False,1165,14,43,117,0,86
1631371945114,751,Product Page,302,Found,Thread Group 1-49,True,5771,5,81,425,0,28
1631371946856,388,Checkout Page,404,Not Found,Thread Group 1-14,False,2104,5,25,197,0,95
1631371945997,707,Login Page,200,OK,Thread Group 1-73,True,6000,3,88,385,0,35
1631371946632,271,Checkout Page,302,Found,Thread Group 1-63,True,4592,12,98,71,0,67
1631371946462,154,Checkout Page,200,OK,Thread Group 1-10,True,9580,13,35,134,0,63
1631371947083,295,Login Page,500,Internal Server Error,Thread Group 1-71,False,3405,17,71,258,0,46
1631371946922,222,Login Page,500,Internal Server Error,Thread Group 1-2,False,9229,18,59,91,0,92
1631371944589,311,Home Page,500,Internal Server Error,Thread Group 1-71,False,5903,7,41,211,0,72
1631371943666,628,Home Page,302,Found,Thread Group 1-32,True,8289,5,71,411,0,71
1631371943792,706,Login Page,500,Internal Server Error,Thread Group 1-87,False,4100,11,40,396,0,56
1631371944940,209,Product Page,200,OK,Thread Group 1-59,True,5350,9,23,114,0,61
1631371945602,382,Login Page,200,OK,Thread Group 1-38,True,6726,7,66,105,0,74
1631371944989,900,Checkout Page,500,Internal Server Error,Thread Group 1-62,False,2671,17,32,844,0,93
1631371944247,871,Login Page,200,OK,Thread Group 1-49,True,1437,19,43,85,0,63
1631371945407,169,Login Page,200,OK,Thread Group 1-70,True,3261,13,37,123,0,53
1631371944173,732,Product Page,302,Found,Thread Group 1-55,True,1286,12,46,617,0,56
1631371946691,129,Checkout Page,404,Not Found,Thread Group 1-60,False,7202,2,91,90,0,62
1631371946920,385,Home Page,200,OK,Thread Group 1-37,True,1270,6,51,182,0,63
1631371944315,422,Search Page,500,Internal Server Error,Thread Group 1-68,False,6333,11,20,50,0,84
1631371944891,942,Product Page,200,OK,Thread Group 1-32,True,2145,6,79,480,0,48
1631371943578,390,Home Page,500,Internal Server Error,Thread Group 1-57,False,7970,7,31,263,0,32
1631371943781,480,Login Page,404,Not Found,Thread Group 1-28,False,7458,18,45,467,0,93
1631371946832,582,Home Page,404,Not Found,Thread Group 1-98,False,5649,12,37,494,0,89
1631371944025,632,Product Page,500,Internal Server Error,Thread Group 1-54,False,9259,9,73,131,0,70
1631371946610,617,Home Page,302,Found,Thread Group 1-3,True,8295,14,91,269,0,36
1631371944644,935,Home Page,404,Not Found,Thread Group 1-5,False,4951,3,75,199,0,40
1631371944156,158,Login Page,500,Internal Server Error,Thread Group 1-6,False,1398,19,76,98,0,24
1631371946397,575,Search Page,302,Found,Thread Group 1-61,True,7855,3,72,458,0,92
1631371945230,290,Product Page,302,Found,Thread Group 1-76,True,6615,9,31,158,0,55
1631371944938,883,Product Page,200,OK,Thread Group 1-95,True,5726,14,42,634,0,58
1631371943560,695,Login Page,200,OK,Thread Group 1-58,True,7057,14,34,558,0,55
1631371946700,473,Search Page,500,Internal Server Error,Thread Group 1-77,False,8788,17,66,343,0,37
1631371944220,592,Product Page,302,Found,Thread Group 1-28,True,6003,17,70,371,0,74
1631371945703,225,Product Page,404,Not Found,Thread Group 1-97,False,3986,11,56,149,0,56
1631371944073,145,Checkout Page,302,Found,Thread Group 1-23,True,1376,6,38,80,0,41
1631371946554,426,Login Page,302,Found,Thread Group 1-33,True,6683,2,48,132,0,92
1631371944569,638,Login Page,302,Found,Thread Group 1-10,True,8671,5,66,575,0,40
1631371943406,519,Login Page,200,OK,Thread Group 1-20,True,2090,8,60,384,0,76
1631371945616,660,Product Page,404,Not Found,Thread Group 1-15,False,1623,16,43,429,0,37
1631371944639,253,Product Page,500,Internal Server Error,Thread Group 1-88,False,1473,11,71,57,0,37
1631371943381,346,Search Page,200,OK,Thread Group 1-82,True,1462,6,95,103,0,24
1631371943622,578,Checkout Page,302,Found,Thread Group 1-78,True,6788,8,51,356,0,92
1631371943241,956,Search Page,500,Internal Server Error,Thread Group 1-93,False,6679,5,77,277,0,51
1631371946201,815,Checkout Page,500,Internal Server Error,Thread Group 1-72,False,7058,16,36,464,0,61
1631371946374,796,Search Page,200,OK,Thread Group 1-98,True,4911,14,84,588,0,38
1631371944234,495,Product Page,404,Not Found,Thread Group 1-12,False,5995,4,74,294,0,99
1631371943287,869,Checkout Page,500,Internal Server Error,Thread Group 1-4,False,3319,11,32,226,0,53
1631371946307,174,Search Page,404,Not Found,Thread Group 1-91,False,5835,13,68,61,0,74
1631371946692,539,Home Page,404,Not Found,Thread Group 1-35,False,8263,8,59,54,0,82
1631371945291,964,Checkout Page,500,Internal Server Error,Thread Group 1-15,False,1222,11,45,146,0,75
1631371945489,231,Product Page,200,OK,Thread Group 1-40,True,2169,1,85,162,0,71
1631371945070,264,Checkout Page,404,Not Found,Thread Group 1-56,False,4054,15,80,205,0,64
1631371944848,814,Checkout Page,404,Not Found,Thread Group 1-27,False,7623,12,20,175,0,86
1631371943821,430,Search Page,500,Internal Server Error,Thread Group 1-83,False,4797,12,82,76,0,89
1631371944725,725,Search Page,302,Found,Thread Group 1-85,True,6852,11,37,712,0,34
1631371947071,215,Checkout Page,500,Internal Server Error,Thread Group 1-98,False,6930,6,82,166,0,61
1631371943629,822,Checkout Page,404,Not Found,Thread Group 1-25,False,3779,7,60,366,0,89
1631371945875,553,Checkout Page,500,Internal Server Error,Thread Group 1-43,False,9735,7,82,255,0,57
1631371946392,387,Login Page,302,Found,Thread Group 1-97,True,6798,12,99,135,0,37
1631371943560,931,Product Page,404,Not Found,Thread Group 1-99,False,1240,5,91,347,0,98
1631371943962,687,Product Page,200,OK,Thread Group 1-51,True,6594,18,42,338,0,24
1631371943282,965,Home Page,302,Found,Thread Group 1-93,True,9148,8,43,428,0,86
1631371945422,584,Checkout Page,302,Found,Thread Group 1-15,True,6699,8,63,239,0,68
1631371943864,756,Home Page,500,Internal Server Error,Thread Group 1-85,False,4398,17,24,363,0,27
1631371943211,458,Checkout Page,500,Internal Server Error,Thread Group 1-50,False,4435,10,73,407,0,34
1631371946816,220,Product Page,302,Found,Thread Group 1-62,True,1333,1,96,120,0,92
1631371945357,667,Login Page,200,OK,Thread Group 1-13,True,9640,3,71,78,0,43
1631371946570,736,Product Page,200,OK,Thread Group 1-60,True,7749,17,32,482,0,90
1631371946443,433,Login Page,302,Found,Thread Group 1-27,True,1075,15,88,66,0,42
1631371946346,503,Search Page,500,Internal Server Error,Thread Group 1-11,False,6758,7,81,120,0,62
1631371945749,668,Checkout Page,302,Found,Thread Group 1-48,True,9923,5,55,260,0,79
1631371943207,403,Search Page,404,Not Found,Thread Group 1-87,False,5011,5,68,264,0,56
1631371944477,784,Login Page,302,Found,Thread Group 1-10,True,2504,5,91,200,0,38
1631371946996,550,Product Page,200,OK,Thread Group 1-55,True,4846,19,27,374,0,48
1631371947061,663,Login Page,200,OK,Thread Group 1-14,True,2135,17,48,422,0,28
1631371943599,719,Login Page,404,Not Found,Thread Group 1-79,False,7716,12,33,140,0,58
1631371945933,702,Product Page,200,OK,Thread Group 1-74,True,4348,3,49,680,0,81
1631371943296,838,Login Page,200,OK,Thread Group 1-36,True,4365,3,84,521,0,72
1631371945778,242,Search Page,200,OK,Thread Group 1-12,True,2777,15,26,117,0,50
1631371943367,794,Home Page,404,Not Found,Thread Group 1-28,False,4352,1,69,612,0,92
1631371945106,176,Search Page,404,Not Found,Thread Group 1-3,False,6426,11,87,132,0,42
1631371945744,178,Login Page,404,Not Found,Thread Group 1-67,False,8634,10,27,123,0,28
1631371944154,694,Login Page,200,OK,Thread Group 1-46,True,8238,14,82,394,0,33
1631371943937,585,Product Page,500,Internal Server Error,Thread Group 1-30,False,3812,7,74,531,0,62
1631371946570,711,Product Page,200,OK,Thread Group 1-16,True,5738,12,77,358,0,81
1631371944928,231,Checkout Page,302,Found,Thread Group 1-57,True,2040,18,83,173,0,98
1631371944495,107,Product Page,200,OK,Thread Group 1-68,True,1097,3,96,102,0,40
1631371945365,101,Home Page,200,OK,Thread Group 1-56,True,4407,13,86,89,0,57
1631371946076,190,Product Page,404,Not Found,Thread Group 1-51,False,5532,10,58,102,0,77
1631371946112,618,Product Page,500,Internal Server Error,Thread Group 1-39,False,9479,11,93,240,0,21
1631371946527,633,Checkout Page,500,Internal Server Error,Thread Group 1-97,False,5381,8,20,360,0,42
1631371943962,466,Search Page,500,Internal Server Error,Thread Group 1-26,False,4716,15,62,320,0,89
1631371945209,176,Home Page,302,Found,Thread Group 1-65,True,1664,11,48,82,0,32
1631371945742,806,Login Page,500,Internal Server Error,Thread Group 1-65,False,4726,17,66,327,0,58
1631371947174,395,Login Page,404,Not Found,Thread Group 1-91,False,2912,5,95,253,0,47
1631371945691,562,Home Page,500,Internal Server Error,Thread Group 1-45,False,3095,4,29,323,0,61
1631371947158,426,Product Page,404,Not Found,Thread Group 1-28,False,6896,3,37,416,0,74
1631371945726,696,Login Page,500,Internal Server Error,Thread Group 1-2,False,5885,8,57,369,0,81
1631371946716,468,Search Page,404,Not Found,Thread Group 1-90,False,3213,14,42,246,0,68
1631371946815,677,Checkout Page,404,Not Found,Thread Group 1-83,False,1989,3,65,175,0,53
1631371947176,402,Checkout Page,302,Found,Thread Group 1-91,True,1343,15,58,396,0,31
1631371943200,312,Login Page,500,Internal Server Error,Thread Group 1-79,False,6516,2,70,63,0,72
1631371946262,818,Home Page,404,Not Found,Thread Group 1-19,False,3355,1,92,208,0,90
1631371944281,608,Product Page,302,Found,Thread Group 1-23,True,2847,10,66,603,0,31
1631371945285,112,Checkout Page,200,OK,Thread Group 1-25,True,4137,12,87,62,0,91
1631371945926,475,Checkout Page,200,OK,Thread Group 1-67,True,4617,18,33,450,0,80
1631371944788,716,Login Page,500,Internal Server Error,Thread Group 1-25,False,5502,5,98,321,0,26
1631371945447,707,Search Page,200,OK,Thread Group 1-42,True,5918,13,33,246,0,36
1631371947032,401,Login Page,200,OK,Thread Group 1-70,True,6643,2,69,336,0,75
1631371943534,116,Login Page,200,OK,Thread Group 1-19,True,1016,15,58,57,0,35
1631371944820,141,Search Page,302,Found,Thread Group 1-61,True,3275,6,31,84,0,51
1631371946913,334,Product Page,200,OK,Thread Group 1-17,True,3428,10,28,68,0,63
1631371943482,935,Product Page,404,Not Found,Thread Group 1-66,False,8167,3,99,136,0,71
1631371944870,216,Product Page,404,Not Found,Thread Group 1-12,False,3508,5,47,69,0,41
1631371943831,190,Home Page,404,Not Found,Thread Group 1-95,False,6527,9,66,150,0,23
1631371944549,568,Checkout Page,302,Found,Thread Group 1-46,True,4257,18,86,215,0,33
1631371947066,699,Home Page,500,Internal Server Error,Thread Group 1-60,False,6201,11,78,77,0,92
1631371946425,348,Product Page,404,Not Found,Thread Group 1-21,False,9718,16,71,321,0,36
1631371945572,572,Search Page,302,Found,Thread Group 1-13,True,9023,5,44,127,0,80
1631371943971,544,Search Page,200,OK,Thread Group 1-48,True,1820,13,86,382,0,86
1631371946174,776,Product Page,302,Found,Thread Group 1-56,True,9622,10,42,439,0,77
1631371943237,799,Checkout Page,302,Found,Thread Group 1-46,True,7226,6,59,367,0,72
1631371945429,303,Search Page,500,Internal Server Error,Thread Group 1-63,False,3061,6,58,296,0,55
1631371945370,198,Checkout Page,302,Found,Thread Group 1-86,True,8382,11,57,92,0,43
1631371946444,726,Search Page,302,Found,Thread Group 1-36,True,2580,7,37,312,0,55
1631371945684,607,Product Page,200,OK,Thread Group 1-59,True,2203,6,65,405,0,41
1631371945508,875,Checkout Page,500,Internal Server Error,Thread Group 1-72,False,7059,18,36,67,0,70
1631371945549,598,Checkout Page,302,Found,Thread Group 1-31,True,2582,3,97,95,0,66
1631371946912,364,Home Page,302,Found,Thread Group 1-39,True,1743,13,86,307,0,45
1631371946465,130,Search Page,404,Not Found,Thread Group 1-60,False,8267,19,21,71,0,59
1631371947029,157,Product Page,200,OK,Thread Group 1-27,True,9667,19,94,135,0,22
1631371945685,861,Login Page,404,Not Found,Thread Group 1-28,False,1968,2,49,268,0,45
1631371945210,660,Search Page,302,Found,Thread Group 1-21,True,2240,3,78,84,0,57
1631371943929,244,Home Page,302,Found,Thread Group 1-50,True,8715,8,43,121,0,63
1631371944283,368,Home Page,404,Not Found,Thread Group 1-83,False,9279,15,25,324,0,45
1631371944081,475,Product Page,500,Internal Server Error,Thread Group 1-40,False,5131,11,68,331,0,81
1631371944490,445,Login Page,302,Found,Thread Group 1-4,True,9784,6,90,229,0,24
1631371945546,467,Product Page,500,Internal Server Error,Thread Group 1-38,False,8265,1,91,197,0,66
1631371945124,346,Home Page,404,Not Found,Thread Group 1-21,False,2026,8,97,340,0,95
1631371945811,722,Home Page,302,Found,Thread Group 1-83,True,3757,15,20,712,0,73
1631371944857,749,Login Page,404,Not Found,Thread Group 1-43,False,1057,9,89,662,0,43
1631371945137,785,Login Page,500,Internal Server Error,Thread Group 1-30,False,9454,10,94,176,0,62
1631371944385,386,Product Page,200,OK,Thread Group 1-55,True,6313,3,20,339,0,53
1631371946708,543,Search Page,500,Internal Server Error,Thread Group 1-9,False,2951,4,42,322,0,57
1631371946483,289,Product Page,302,Found,Thread Group 1-30,True,9878,13,37,163,0,57
1631371943676,930,Search Page,500,Internal Server Error,Thread Group 1-5,False,2015,14,53,221,0,55
1631371945077,504,Login Page,302,Found,Thread Group 1-51,True,4125,1,34,161,0,74
1631371945733,519,Checkout Page,404,Not Found,Thread Group 1-13,False,5505,17,74,261,0,32
1631371944822,691,Checkout Page,200,OK,Thread Group 1-80,True,9401,6,99,506,0,28
1631371943210,831,Home Page,500,Internal Server Error,Thread Group 1-75,False,4043,3,20,59,0,63
1631371945351,467,Login Page,500,Internal Server Error,Thread Group 1-52,False,7499,1,76,400,0,45
1631371943523,289,Home Page,500,Internal Server Error,Thread Group 1-48,False,6501,5,58,193,0,93
1631371944289,492,Home Page,500,Internal Server Error,Thread Group 1-4,False,6375,8,41,253,0,31
1631371945280,606,Search Page,200,OK,Thread Group 1-42,True,9596,11,82,453,0,95
1631371943378,402,Login Page,500,Internal Server Error,Thread Group 1-86,False,3959,18,21,211,0,80
1631371944146,179,Home Page,500,Internal Server Error,Thread Group 1-17,False,1949,11,35,87,0,81
1631371943782,828,Home Page,302,Found,Thread Group 1-80,True,4544,10,62,712,0,48
1631371944364,386,Search Page,200,OK,Thread Group 1-14,True,9986,14,26,267,0,27
1631371943692,928,Login Page,302,Found,Thread Group 1-29,True,7498,14,37,849,0,28
1631371946561,819,Home Page,200,OK,Thread Group 1-94,True,5894,6,62,698,0,42
1631371943655,657,Checkout Page,302,Found,Thread Group 1-88,True,4805,15,21,502,0,60
1631371945283,458,Login Page,404,Not Found,Thread Group 1-78,False,8647,15,61,84,0,30
1631371944125,432,Checkout Page,302,Found,Thread Group 1-5,True,7240,3,88,141,0,67
1631371946227,319,Product Page,404,Not Found,Thread Group 1-7,False,1698,13,98,195,0,54
1631371944122,872,Login Page,404,Not Found,Thread Group 1-73,False,6146,19,65,574,0,23
1631371944997,944,Home Page,200,OK,Thread Group 1-89,True,3510,6,55,229,0,40
1631371944784,731,Product Page,404,Not Found,Thread Group 1-23,False,3439,5,53,216,0,76
1631371944221,603,Product Page,404,Not Found,Thread Group 1-30,False,9346,13,83,544,0,65
1631371946648,960,Login Page,200,OK,Thread Group 1-20,True,6262,15,82,653,0,74
1631371944665,819,Product Page,302,Found,Thread Group 1-76,True,9427,9,33,583,0,55
1631371947155,553,Product Page,302,Found,Thread Group 1-15,True,1260,14,56,267,0,98
1631371946306,498,Checkout Page,404,Not Found,Thread Group 1-63,False,6782,6,97,300,0,33
1631371943244,189,Login Page,500,Internal Server Error,Thread Group 1-27,False,6745,3,44,101,0,28
1631371943741,664,Login Page,500,Internal Server Error,Thread Group 1-78,False,2029,5,76,414,0,86
1631371946240,689,Search Page,200,OK,Thread Group 1-44,True,7623,7,32,88,0,64
1631371944865,220,Checkout Page,200,OK,Thread Group 1-68,True,2682,13,70,205,0,32
1631371947027,312,Product Page,200,OK,Thread Group 1-72,True,9876,11,79,101,0,46
1631371945033,698,Search Page,404,Not Found,Thread Group 1-20,False,5986,11,67,646,0,69
1631371946507,251,Search Page,302,Found,Thread Group 1-6,True,9429,18,58,119,0,80
1631371944182,799,Home Page,404,Not Found,Thread Group 1-60,False,6605,17,28,456,0,41
1631371946060,953,Checkout Page,404,Not Found,Thread Group 1-48,False,3834,7,62,128,0,95
1631371944458,733,Product Page,200,OK,Thread Group 1-54,True,9123,2,36,597,0,60
1631371943695,119,Search Page,302,Found,Thread Group 1-40,True,8196,11,68,113,0,65
1631371947080,650,Product Page,200,OK,Thread Group 1-22,True,5962,17,87,399,0,90
1631371943711,604,Home Page,200,OK,Thread Group 1-46,True,8271,5,30,495,0,67
